Date,Price,Fees(BTC),MinerRevenuePercentage,Issuance(BTC)
2009-01-03T00:00:00+00:00,,0.0,,
2009-01-04T00:00:00+00:00,,0.0,,
2009-01-05T00:00:00+00:00,,0.0,,
2009-01-06T00:00:00+00:00,,0.0,,
2009-01-07T00:00:00+00:00,,0.0,,
2009-01-08T00:00:00+00:00,,0.0,,
2009-01-09T00:00:00+00:00,,0.0,0.0,950.0
2009-01-10T00:00:00+00:00,,0.0,0.0,2070.0
2009-01-11T00:00:00+00:00,,0.0,0.0,3047.041420118343
2009-01-12T00:00:00+00:00,,0.0,0.0,3546.3421828908554
2009-01-13T00:00:00+00:00,,0.0,0.0,4214.5072363886975
2009-01-14T00:00:00+00:00,,0.0,0.0,4721.463372435032
2009-01-15T00:00:00+00:00,,0.0,0.0,5046.369922009031
2009-01-16T00:00:00+00:00,,0.0,0.0,5113.713554202234
2009-01-17T00:00:00+00:00,,0.0,0.0,5173.821189355196
2009-01-18T00:00:00+00:00,,0.0,0.0,5203.705327562965
2009-01-19T00:00:00+00:00,,0.0,0.0,5292.411546261951
2009-01-20T00:00:00+00:00,,0.0,0.0,5356.210264618563
2009-01-21T00:00:00+00:00,,0.0,0.0,5317.332088555216
2009-01-22T00:00:00+00:00,,0.0,0.0,5203.927438074294
2009-01-23T00:00:00+00:00,,0.0,0.0,5058.862318488908
2009-01-24T00:00:00+00:00,,0.0,0.0,5766.276908655041
2009-01-25T00:00:00+00:00,,0.0,0.0,6293.73311016086
2009-01-26T00:00:00+00:00,,0.0,0.0,6088.4608633409325
2009-01-27T00:00:00+00:00,,0.0,0.0,5920.356955036087
2009-01-28T00:00:00+00:00,,0.0,0.0,5877.334827618169
2009-01-29T00:00:00+00:00,,0.0,0.0,5900.309251613104
2009-01-30T00:00:00+00:00,,0.0,0.0,5893.668727354666
2009-01-31T00:00:00+00:00,,0.0,0.0,6025.575943471186
2009-02-01T00:00:00+00:00,,0.0,0.0,5976.643828264513
2009-02-02T00:00:00+00:00,,0.0,0.0,6031.511013597827
2009-02-03T00:00:00+00:00,,0.2548018969199567,3.729916001187735e-05,6150.002551235193
2009-02-04T00:00:00+00:00,,0.22255837403220807,3.2506510397992456e-05,6124.303791540656
2009-02-05T00:00:00+00:00,,0.1944384622405793,2.8344214084476687e-05,6146.800813577638
2009-02-06T00:00:00+00:00,,0.16990454194915933,2.4725896823866565e-05,6140.826395268707
2009-02-07T00:00:00+00:00,,0.14849150233718028,2.1577842676906854e-05,6180.189790474876
2009-02-08T00:00:00+00:00,,0.1297963970289637,1.8836946460471425e-05,6233.515613270861
2009-02-09T00:00:00+00:00,,0.11346970543641904,1.6449041141910338e-05,6292.650492187342
2009-02-10T00:00:00+00:00,,0.09920792158480288,1.4367521965829337e-05,6255.617475726252
2009-02-11T00:00:00+00:00,,0.0867472465940503,1.255220743497757e-05,6305.447107358684
2009-02-12T00:00:00+00:00,,0.07585820347518024,1.0968390873467864e-05,6260.597385244733
2009-02-13T00:00:00+00:00,,0.06634102635705544,9.58604649609674e-06,6252.960307414194
2009-02-14T00:00:00+00:00,,0.05802170279378471,8.379161617748272e-06,6321.832697414288
2009-02-15T00:00:00+00:00,,0.050748568996066,7.325172518909603e-06,6331.665123206919
2009-02-16T00:00:00+00:00,,0.04438937487026115,6.4044860084557125e-06,6302.547590025461
2009-02-17T00:00:00+00:00,,0.038828749539362946,5.600072234239384e-06,6245.706882679977
2009-02-18T00:00:00+00:00,,0.03396600924946003,4.897117034833643e-06,6202.311647674897
2009-02-19T00:00:00+00:00,,0.02971325876363055,4.282724285551793e-06,6202.021628147031
2009-02-20T00:00:00+00:00,,0.025993744922271248,3.745660404869254e-06,6189.227871679672
2009-02-21T00:00:00+00:00,,0.022740427323762778,3.276134555511562e-06,6127.902202197932
2009-02-22T00:00:00+00:00,,0.019894736301996334,2.8656091745422893e-06,6118.140444646842
2009-02-23T00:00:00+00:00,,0.017405492744572405,2.5066363570383963e-06,6028.179503333359
