Date,hash-rate,market-price
2014-04-06T00:00:00,46535.26769346952,460.71285714285716
2014-04-10T00:00:00,47918.96444822329,451.9757142857143
2014-04-14T00:00:00,49108.70776622058,431.24142857142857
2014-04-18T00:00:00,53560.08428171079,448.8971428571428
2014-04-22T00:00:00,56580.32547465287,499.2257142857143
2014-04-26T00:00:00,56994.02461229938,495.49857142857144
2014-04-30T00:00:00,57241.824719309385,469.7871428571429
2014-05-04T00:00:00,60015.63065165797,451.23142857142847
2014-05-08T00:00:00,62954.26662221349,443.66571428571416
2014-05-12T00:00:00,64715.62245731151,440.32142857142844
2014-05-16T00:00:00,69347.179701203,443.94857142857126
2014-05-20T00:00:00,74314.99306149459,445.34571428571405
2014-05-24T00:00:00,75195.2044852348,471.87142857142845
2014-05-28T00:00:00,77437.57668109036,530.6042857142855
